Area code;Donor;Project Code;Session No;legal or protection;Oblast;Raion;Hromada;Location name;Date;Topic;Language;Facilitator;Settlement type;Gender;Age;Status;Delivered;Comments
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Female;73;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Female;39;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Female;49;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Male;60;Host community;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Male;65;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Female;50;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Female;34;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Female;54;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000269;9;Protection;Chernihivska;Prylutskyi;Ichnianska;Ichnia;07.04.2023;Access to general services;ukrainian;Valeriia Yakubenko, Yurii Stankevych;Urban;Female;39;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;55;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;55;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;58;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;55;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;43;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;30;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;65;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Male;25;IDP;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;33;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Female;55;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Male;66;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;10;Protection;Chernihivska;Chernihivskyi;Tupychivska;Vykhvosiv;31.07.2023;Stigma and barriers to access to psychological help;ukrainian;Valeriia Yakubenko, Mykola Hlova;Rural;Male;40;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;78;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;73;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;69;IDP;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;77;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;66;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;68;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;65;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;70;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;70;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;63;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;60;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;65;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;45;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;11;Protection;Chernihivska;Chernihivskyi;Horodnianska;Horodnia;03.08.2023;Sex & Gender;ukrainian;Iryna Nesterenko, Olga Kaminska;Urban;Female;68;Conflict affected;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;12;Protection;Chernihivska;Chernihivskyi;Kiptivska;Nadynivka;09.08.2023;Stigma and barriers to access to psychological help;ukrainian;Mykola Hlova, Olga Kaminska;Rural;Female;54;Host community;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;12;Protection;Chernihivska;Chernihivskyi;Kiptivska;Nadynivka;09.08.2023;Stigma and barriers to access to psychological help;ukrainian;Mykola Hlova, Olga Kaminska;Rural;Female;70;Host community;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;12;Protection;Chernihivska;Chernihivskyi;Kiptivska;Nadynivka;09.08.2023;Stigma and barriers to access to psychological help;ukrainian;Mykola Hlova, Olga Kaminska;Rural;Female;73;Host community;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;12;Protection;Chernihivska;Chernihivskyi;Kiptivska;Nadynivka;09.08.2023;Stigma and barriers to access to psychological help;ukrainian;Mykola Hlova, Olga Kaminska;Rural;Female;60;Host community;YES;
CHJ - Chernihiv;ECHO 2023;UKR-000322;12;Protection;Chernihivska;Chernihivskyi;Kiptivska;Nadynivka;09.08.2023;Stigma and barriers to access to psychological help;ukrainian;Mykola Hlova, Olga Kaminska;Rural;Female;57;Host community;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;74;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;83;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;62;Host community;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Male;39;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;66;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;38;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;48;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;55;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;55;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;52;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;50;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;54;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;40;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Male;69;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;56;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Male;59;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;13;Protection;Chernihivska;Koriukivska;Snovska;Petrivka;07.09.2023;general services;ukrainian;Valeriia Yakubenko;Rural;Female;53;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;14;Protection;Chernihivska;Koriukivska;Menska;Mena;13.09.2023;general services;ukrainian;Valeriia Yakubenko;Urban;Female;39;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;14;Protection;Chernihivska;Koriukivska;Menska;Mena;13.09.2023;general services;ukrainian;Valeriia Yakubenko;Urban;Female;22;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;14;Protection;Chernihivska;Koriukivska;Menska;Mena;13.09.2023;general services;ukrainian;Valeriia Yakubenko;Urban;Female;32;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;14;Protection;Chernihivska;Koriukivska;Menska;Mena;13.09.2023;general services;ukrainian;Valeriia Yakubenko;Urban;Female;62;IDP;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;14;Protection;Chernihivska;Koriukivska;Menska;Mena;13.09.2023;general services;ukrainian;Valeriia Yakubenko;Urban;Female;27;IDP;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;14;Protection;Chernihivska;Koriukivska;Menska;Mena;13.09.2023;general services;ukrainian;Valeriia Yakubenko;Urban;Female;22;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;61;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;46;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;53;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;63;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;54;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;62;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;36;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;34;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;15;Protection;Chernihivska;Chernihivskyi;Novobilouska;Kuvechychi;20.09.2023;general services;ukrainian;Yurii Stankevych,Iryna Nesterenko;Rural;Female;30;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;16;Protection;Chernihivska;Chernihivskyi;Novobilouska;Roishche;02.10.2023;general services;ukrainian;Yurii Stankevych, Yuliia Pastushenko;Rural;Female;55;Host community;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;16;Protection;Chernihivska;Chernihivskyi;Novobilouska;Roishche;02.10.2023;general services;ukrainian;Yurii Stankevych, Yuliia Pastushenko;Rural;Female;63;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;16;Protection;Chernihivska;Chernihivskyi;Novobilouska;Roishche;02.10.2023;general services;ukrainian;Yurii Stankevych, Yuliia Pastushenko;Rural;Female;48;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;16;Protection;Chernihivska;Chernihivskyi;Novobilouska;Roishche;02.10.2023;general services;ukrainian;Yurii Stankevych, Yuliia Pastushenko;Rural;Female;76;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;16;Protection;Chernihivska;Chernihivskyi;Novobilouska;Roishche;02.10.2023;general services;ukrainian;Yurii Stankevych, Yuliia Pastushenko;Rural;Female;40;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;16;Protection;Chernihivska;Chernihivskyi;Novobilouska;Roishche;02.10.2023;general services;ukrainian;Yurii Stankevych, Yuliia Pastushenko;Rural;Female;51;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;55;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;61;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;59;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;58;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;58;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;51;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;78;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;44;Conflict affected;YES;
CHJ - Chernihiv;UHF-VI;UKR-000336;17;Protection;Chernihivska;Chernihivskyi;Sednivska;Sedniv;12.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Rural;Female;65;Conflict affected;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;39;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;71;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;62;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;70;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;54;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;48;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;67;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;76;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;72;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;38;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;55;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;70;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;62;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;63;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;66;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;18;Protection;Chernihivska;Chernihivskyi;Kyselivka;Novoselivka;18;general services;ukrainian;Valeriia Yakubenko,Tetiana Kolot;Rural;Female;69;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;69;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;59;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;65;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Male;58;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;78;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;41;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23.10.2023;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;72;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;64;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;45;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;73;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;19;Protection;Chernihivska;Chernihivskyi;Chernihivska;Chernihiv;23;general services;ukrainian;Valeriia Yakubenko, Yuliia Pastushenko;Urban;Female;66;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;20;Protection;Chernihivska;Chernihivskyi;Novobilouska;Rivnopillia;03.11.2023;general services;ukrainian;Yuliia Pastushenko Yurii Stankevych;Rural;Female;75;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;20;Protection;Chernihivska;Chernihivskyi;Novobilouska;Rivnopillia;03.11.2023;general services;ukrainian;Yuliia Pastushenko Yurii Stankevych;Rural;Female;74;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;20;Protection;Chernihivska;Chernihivskyi;Novobilouska;Rivnopillia;03.11.2023;general services;ukrainian;Yuliia Pastushenko Yurii Stankevych;Rural;Female;73;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;20;Protection;Chernihivska;Chernihivskyi;Novobilouska;Rivnopillia;03.11.2023;general services;ukrainian;Yuliia Pastushenko Yurii Stankevych;Rural;Female;68;IDP;YES;
CHJ - Chernihiv;ECHO;UKR-000322;20;Protection;Chernihivska;Chernihivskyi;Novobilouska;Rivnopillia;03.11.2023;general services;ukrainian;Yuliia Pastushenko Yurii Stankevych;Rural;Female;67;IDP;YES;
